filename,gt_plate,pred_raw,pred_defog,acc_raw,acc_defog,conf_raw,conf_defog,brightness_raw,brightness_defog,sharp_raw,sharp_defog
IMG_7310_foggy.jpeg,7PCS854,7PCS854,7PCS854,1.0,1.0,0.86669921875,0.8681640625,185.3192851697006,145.97796245555836,305.52177019549384,1946.9694212635197
IMG_7311_foggy.jpeg,6KFK706,6KFK706,6KFK706,1.0,1.0,0.87939453125,0.8798828125,183.25935128102168,137.5387291329855,308.55278924195653,1544.999172846597
IMG_7313_foggy.jpeg,9TKT629,9TKT629,9TKT629,1.0,1.0,0.87451171875,0.89013671875,180.80043634609194,140.5184206736321,309.82387682597243,1647.0043505257154
IMG_7315_foggy.jpeg,8ZDU196,8ZDU196,8ZDU196,1.0,1.0,0.85205078125,0.86767578125,176.44875294889198,138.3746757417564,295.18985093619636,1704.8511017826127
IMG_7316_foggy.jpeg,9POM121,9POM121,9POM121,1.0,1.0,0.873046875,0.88134765625,181.85436272820675,144.61000227977902,300.8233698659414,1773.1905500852802
IMG_7317_foggy.jpeg,8CMX516,8CMX516,8CMX516,1.0,1.0,0.88427734375,0.89208984375,179.13631412532334,137.32615143007095,302.03740777353414,1747.6310786565632
IMG_7318_foggy.jpeg,679YZ0,679YZD,679YZD,0.8333333333333334,0.8333333333333334,0.85595703125,0.8623046875,177.00358618392892,139.8024004400235,305.3348806433618,1703.0331495751798
IMG_8534.jpeg,97673C,,,0.0,0.0,0.0,0.0,178.691597155516,147.40531357057998,298.1053985439877,1762.6900439657213
IMG_8541.jpeg,ARA8JR,,ARA8JR,0.0,1.0,0.0,0.81201171875,174.93091083333334,140.90168722222222,294.6498671015569,2169.3097578606753
IMG_8542.jpeg,52A94Y,V5294Y,52A94Y,0.6666666666666667,1.0,0.74365234375,0.8515625,167.0859668888889,144.84303866666667,305.7384786512906,2502.6652074223985
Screenshot 2025-10-08 at 12.00.51PM_resized.png,T732426C,T732426C,T732426C,1.0,1.0,0.88232421875,0.876953125,182.39228696879988,150.81497493705558,235.7015931077189,1358.5818965571332
Screenshot 2025-10-08 at 12.00.58PM_resized.png,7FDZ446,7FDZ446,7FDZ446,1.0,1.0,0.8671875,0.8740234375,185.63114951967154,143.9827647831895,237.63213209506415,1301.365372894036
Screenshot 2025-10-08 at 12.01.39PM_resized.png,7XMK666,7XMK666,7XMK666,1.0,1.0,0.853515625,0.8671875,174.21988154508202,132.96926136870644,242.49031399689233,903.2404740182972
Screenshot 2025-10-08 at 12.03.38PM_resized.png,8ZPC871,8ZPC871,8ZPC871,1.0,1.0,0.87890625,0.88330078125,164.5747671078462,121.54477531270996,236.5539681391408,845.0608893722375
Screenshot 2025-10-08 at 12.03.56PM_resized.png,82362W1,8224W1,8222W1,0.5714285714285714,0.7142857142857143,0.8447265625,0.85400390625,175.37647016110972,140.96754994436046,238.74156113973405,1120.3789072956283
Screenshot 2025-10-08 at 12.04.09PM_resized.png,1184TX,1184TX,1184TX,1.0,1.0,0.81591796875,0.83203125,160.53738459279032,117.13559062224427,236.70687386037014,883.915887502862
Screenshot 2025-10-08 at 12.04.18PM_resized.png,013MLX,013MLX,013MLX,1.0,1.0,0.85009765625,0.85302734375,169.62804806368277,130.54322056593986,236.0471636137065,933.9952269997806
Screenshot 2025-10-08 at 12.04.29PM_resized.png,RFM7334,RFM7334,RFM7334,1.0,1.0,0.86181640625,0.8740234375,172.12246305897617,135.6171208211294,240.42552511369237,1016.0100469389974
